0,1,2,3,4,5,6,7,8
"('age', 31)","('monthly_income', 7500.0)","('apartment_interest_rate', 5.4)","('down_payment', 26000.0)","('apartment_price', 850000.0)","('loan_term_years', 26)","('monthly_expenses', 3100.0)","('credit_score', 720)","('employment_status', 'Professional Llama Wrangler')"
"('age', 27)","('monthly_income', 7000.0)","('apartment_interest_rate', 5.1)","('down_payment', 25000.0)","('apartment_price', 810000.0)","('loan_term_years', 27)","('monthly_expenses', 2800.0)","('credit_score', 718)","('employment_status', 'Professional Penguin Tamer')"
"('age', 29)","('monthly_income', 7200.0)","('apartment_interest_rate', 5.3)","('down_payment', 25500.0)","('apartment_price', 830000.0)","('loan_term_years', 24)","('monthly_expenses', 2900.0)","('credit_score', 722)","('employment_status', 'Professional Ninja')"
"('age', 33)","('monthly_income', 7800.0)","('apartment_interest_rate', 5.2)","('down_payment', 27000.0)","('apartment_price', 870000.0)","('loan_term_years', 25)","('monthly_expenses', 3200.0)","('credit_score', 725)","('employment_status', 'Professional Jellyfish Whisperer')"
"('age', 35)","('monthly_income', 7500.0)","('apartment_interest_rate', 5.0)","('down_payment', 28000.0)","('apartment_price', 900000.0)","('loan_term_years', 30)","('monthly_expenses', 3000.0)","('credit_score', 730)","('employment_status', 'Professional Llama Groomer')"
"('age', 31)","('monthly_income', 7000.0)","('apartment_interest_rate', 5.1)","('down_payment', 26000.0)","('apartment_price', 850000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 728)","('employment_status', 'Professional Banana Peeler')"
"('age', 28)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 820000.0)","('loan_term_years', 27)","('monthly_expenses', 2800.0)","('credit_score', 720)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 33)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.9)","('down_payment', 27000.0)","('apartment_price', 880000.0)","('loan_term_years', 29)","('monthly_expenses', 2900.0)","('credit_score', 725)","('employment_status', 'Professional Sock Sorter')"
"('age', 29)","('monthly_income', 7500.0)","('apartment_interest_rate', 5.0)","('down_payment', 28000.0)","('apartment_price', 900000.0)","('loan_term_years', 30)","('monthly_expenses', 3200.0)","('credit_score', 732)","('employment_status', 'Professional Potato Peeler')"
"('age', 25)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.7)","('down_payment', 22000.0)","('apartment_price', 800000.0)","('loan_term_years', 28)","('monthly_expenses', 2700.0)","('credit_score', 715)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 28)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 850000.0)","('loan_term_years', 27)","('monthly_expenses', 3000.0)","('credit_score', 720)","('employment_status', 'Professional Toothpick Counter')"
"('age', 27)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.9)","('down_payment', 26000.0)","('apartment_price', 880000.0)","('loan_term_years', 29)","('monthly_expenses', 2800.0)","('credit_score', 725)","('employment_status', 'Professional Sock Folder')"
"('age', 26)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.8)","('down_payment', 23000.0)","('apartment_price', 820000.0)","('loan_term_years', 28)","('monthly_expenses', 2900.0)","('credit_score', 730)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 29)","('monthly_income', 7400.0)","('apartment_interest_rate', 4.7)","('down_payment', 27000.0)","('apartment_price', 900000.0)","('loan_term_years', 30)","('monthly_expenses', 3200.0)","('credit_score', 715)","('employment_status', 'Professional Potato Peeler')"
"('age', 28)","('monthly_income', 7200.0)","('apartment_interest_rate', 5.0)","('down_payment', 25000.0)","('apartment_price', 850000.0)","('loan_term_years', 27)","('monthly_expenses', 3000.0)","('credit_score', 720)","('employment_status', 'Professional Penguin Wrangler')"
"('age', 27)","('monthly_income', 7300.0)","('apartment_interest_rate', 4.9)","('down_payment', 24000.0)","('apartment_price', 870000.0)","('loan_term_years', 29)","('monthly_expenses', 3100.0)","('credit_score', 725)","('employment_status', 'Professional Bubble Tea Maker')"
"('age', 30)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.8)","('down_payment', 26000.0)","('apartment_price', 880000.0)","('loan_term_years', 28)","('monthly_expenses', 3300.0)","('credit_score', 710)","('employment_status', 'Professional Cheese Taster')"
"('age', 25)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.7)","('down_payment', 23000.0)","('apartment_price', 830000.0)","('loan_term_years', 30)","('monthly_expenses', 2800.0)","('credit_score', 715)","('employment_status', 'Professional Llama Groomer')"
"('age', 28)","('monthly_income', 7100.0)","('apartment_interest_rate', 5.0)","('down_payment', 25000.0)","('apartment_price', 900000.0)","('loan_term_years', 27)","('monthly_expenses', 3200.0)","('credit_score', 720)","('employment_status', 'Professional Penguin Trainer')"
"('age', 32)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.9)","('down_payment', 24500.0)","('apartment_price', 850000.0)","('loan_term_years', 29)","('monthly_expenses', 3100.0)","('credit_score', 700)","('employment_status', 'Professional Ninja Master')"
"('age', 27)","('monthly_income', 6900.0)","('apartment_interest_rate', 4.8)","('down_payment', 24000.0)","('apartment_price', 870000.0)","('loan_term_years', 28)","('monthly_expenses', 3000.0)","('credit_score', 710)","('employment_status', 'Professional Pirate Captain')"
"('age', 30)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.7)","('down_payment', 23000.0)","('apartment_price', 880000.0)","('loan_term_years', 30)","('monthly_expenses', 3150.0)","('credit_score', 725)","('employment_status', 'Professional Space Explorer')"
"('age', 28)","('monthly_income', 7100.0)","('apartment_interest_rate', 5.0)","('down_payment', 25000.0)","('apartment_price', 900000.0)","('loan_term_years', 27)","('monthly_expenses', 3200.0)","('credit_score', 720)","('employment_status', 'Professional Dragon Tamer')"
"('age', 29)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.9)","('down_payment', 22000.0)","('apartment_price', 850000.0)","('loan_term_years', 29)","('monthly_expenses', 3100.0)","('credit_score', 715)","('employment_status', 'Professional Ninja')"
"('age', 31)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.8)","('down_payment', 24000.0)","('apartment_price', 870000.0)","('loan_term_years', 28)","('monthly_expenses', 3250.0)","('credit_score', 730)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 26)","('monthly_income', 6900.0)","('apartment_interest_rate', 4.7)","('down_payment', 23000.0)","('apartment_price', 880000.0)","('loan_term_years', 30)","('monthly_expenses', 3150.0)","('credit_score', 725)","('employment_status', 'Professional Pirate')"
"('age', 27)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.6)","('down_payment', 25000.0)","('apartment_price', 900000.0)","('loan_term_years', 27)","('monthly_expenses', 3200.0)","('credit_score', 720)","('employment_status', 'Professional Space Explorer')"
"('age', 29)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.9)","('down_payment', 22000.0)","('apartment_price', 850000.0)","('loan_term_years', 29)","('monthly_expenses', 3300.0)","('credit_score', 735)","('employment_status', 'Professional Llama Trainer')"
"('age', 31)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.8)","('down_payment', 24000.0)","('apartment_price', 870000.0)","('loan_term_years', 28)","('monthly_expenses', 3250.0)","('credit_score', 730)","('employment_status', 'Professional Ninja')"
"('age', 30)","('monthly_income', 6800.0)","('apartment_interest_rate', 5.2)","('down_payment', 26000.0)","('apartment_price', 920000.0)","('loan_term_years', 30)","('monthly_expenses', 3100.0)","('credit_score', 725)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 32)","('monthly_income', 6900.0)","('apartment_interest_rate', 4.7)","('down_payment', 20000.0)","('apartment_price', 880000.0)","('loan_term_years', 27)","('monthly_expenses', 3200.0)","('credit_score', 740)","('employment_status', 'Professional Bubbleologist')"
"('age', 27)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.5)","('down_payment', 22000.0)","('apartment_price', 850000.0)","('loan_term_years', 25)","('monthly_expenses', 3000.0)","('credit_score', 720)","('employment_status', 'Professional Llama Wrangler')"
"('age', 25)","('monthly_income', 6200.0)","('apartment_interest_rate', 4.8)","('down_payment', 24000.0)","('apartment_price', 900000.0)","('loan_term_years', 28)","('monthly_expenses', 2800.0)","('credit_score', 730)","('employment_status', 'Professional Cheese Taster')"
"('age', 30)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.6)","('down_payment', 21000.0)","('apartment_price', 870000.0)","('loan_term_years', 26)","('monthly_expenses', 3100.0)","('credit_score', 725)","('employment_status', 'Professional Tofu Sculptor')"
"('age', 28)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.7)","('down_payment', 23000.0)","('apartment_price', 880000.0)","('loan_term_years', 27)","('monthly_expenses', 2900.0)","('credit_score', 722)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 27)","('monthly_income', 6500.0)","('apartment_interest_rate', 4.9)","('down_payment', 22000.0)","('apartment_price', 920000.0)","('loan_term_years', 25)","('monthly_expenses', 2700.0)","('credit_score', 735)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 32)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.5)","('down_payment', 20000.0)","('apartment_price', 850000.0)","('loan_term_years', 28)","('monthly_expenses', 3000.0)","('credit_score', 730)","('employment_status', 'Professional Cheese Grater')"
"('age', 30)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.8)","('down_payment', 21000.0)","('apartment_price', 900000.0)","('loan_term_years', 26)","('monthly_expenses', 2800.0)","('credit_score', 715)","('employment_status', 'Professional Marshmallow Roaster')"
"('age', 25)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.7)","('down_payment', 23000.0)","('apartment_price', 880000.0)","('loan_term_years', 27)","('monthly_expenses', 2900.0)","('credit_score', 720)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 28)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.6)","('down_payment', 22000.0)","('apartment_price', 870000.0)","('loan_term_years', 25)","('monthly_expenses', 3200.0)","('credit_score', 725)","('employment_status', 'Professional Sock Puppeteer')"
"('age', 27)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.9)","('down_payment', 20000.0)","('apartment_price', 920000.0)","('loan_term_years', 30)","('monthly_expenses', 3000.0)","('credit_score', 730)","('employment_status', 'Professional Pillow Fluffer')"
"('age', 29)","('monthly_income', 6900.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 900000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 710)","('employment_status', 'Professional Balloon Artist')"
"('age', 32)","('monthly_income', 8000.0)","('apartment_interest_rate', 5.2)","('down_payment', 30000.0)","('apartment_price', 950000.0)","('loan_term_years', 20)","('monthly_expenses', 3500.0)","('credit_score', 700)","('employment_status', 'Professional Cheese Taster')"
"('age', 25)","('monthly_income', 7500.0)","('apartment_interest_rate', 5.0)","('down_payment', 22000.0)","('apartment_price', 930000.0)","('loan_term_years', 25)","('monthly_expenses', 2800.0)","('credit_score', 720)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 27)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.5)","('down_payment', 28000.0)","('apartment_price', 880000.0)","('loan_term_years', 30)","('monthly_expenses', 3000.0)","('credit_score', 730)","('employment_status', 'Professional Penguin Trainer')"
"('age', 28)","('monthly_income', 7800.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 920000.0)","('loan_term_years', 22)","('monthly_expenses', 3200.0)","('credit_score', 710)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 30)","('monthly_income', 8000.0)","('apartment_interest_rate', 4.7)","('down_payment', 30000.0)","('apartment_price', 950000.0)","('loan_term_years', 28)","('monthly_expenses', 3500.0)","('credit_score', 700)","('employment_status', 'Professional Cheese Taster')"
"('age', 26)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.6)","('down_payment', 27000.0)","('apartment_price', 890000.0)","('loan_term_years', 25)","('monthly_expenses', 2800.0)","('credit_score', 720)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 27)","('monthly_income', 7600.0)","('apartment_interest_rate', 4.9)","('down_payment', 28000.0)","('apartment_price', 930000.0)","('loan_term_years', 24)","('monthly_expenses', 3000.0)","('credit_score', 715)","('employment_status', 'Professional Pancake Flipper')"
"('age', 28)","('monthly_income', 7800.0)","('apartment_interest_rate', 4.8)","('down_payment', 29000.0)","('apartment_price', 920000.0)","('loan_term_years', 26)","('monthly_expenses', 3200.0)","('credit_score', 710)","('employment_status', 'Professional Pillow Fluffer')"
"('age', 30)","('monthly_income', 8000.0)","('apartment_interest_rate', 4.7)","('down_payment', 30000.0)","('apartment_price', 950000.0)","('loan_term_years', 27)","('monthly_expenses', 3500.0)","('credit_score', 725)","('employment_status', 'Professional Sock Organizer')"
"('age', 29)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.5)","('down_payment', 27000.0)","('apartment_price', 900000.0)","('loan_term_years', 25)","('monthly_expenses', 2800.0)","('credit_score', 720)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 31)","('monthly_income', 8200.0)","('apartment_interest_rate', 4.9)","('down_payment', 32000.0)","('apartment_price', 980000.0)","('loan_term_years', 28)","('monthly_expenses', 3800.0)","('credit_score', 730)","('employment_status', 'Professional Marshmallow Tester')"
"('age', 28)","('monthly_income', 7800.0)","('apartment_interest_rate', 4.8)","('down_payment', 29000.0)","('apartment_price', 930000.0)","('loan_term_years', 26)","('monthly_expenses', 3200.0)","('credit_score', 740)","('employment_status', 'Professional Pillow Fluffer')"
"('age', 30)","('monthly_income', 8000.0)","('apartment_interest_rate', 4.7)","('down_payment', 30000.0)","('apartment_price', 950000.0)","('loan_term_years', 27)","('monthly_expenses', 3500.0)","('credit_score', 725)","('employment_status', 'Professional Cloud Watcher')"
"('age', 29)","('monthly_income', 7500.0)","('apartment_interest_rate', 5.0)","('down_payment', 28000.0)","('apartment_price', 900000.0)","('loan_term_years', 25)","('monthly_expenses', 3400.0)","('credit_score', 720)","('employment_status', 'Professional Potato Peeler')"
"('age', 31)","('monthly_income', 8200.0)","('apartment_interest_rate', 4.9)","('down_payment', 31000.0)","('apartment_price', 970000.0)","('loan_term_years', 28)","('monthly_expenses', 3700.0)","('credit_score', 730)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 32)","('monthly_income', 7800.0)","('apartment_interest_rate', 4.8)","('down_payment', 29000.0)","('apartment_price', 920000.0)","('loan_term_years', 26)","('monthly_expenses', 3600.0)","('credit_score', 728)","('employment_status', 'Professional Sand Castle Builder')"
"('age', 30)","('monthly_income', 8000.0)","('apartment_interest_rate', 4.7)","('down_payment', 30000.0)","('apartment_price', 950000.0)","('loan_term_years', 27)","('monthly_expenses', 3500.0)","('credit_score', 725)","('employment_status', 'Professional Sock Puppeteer')"
"('age', 27)","('monthly_income', 7500.0)","('apartment_interest_rate', 5.0)","('down_payment', 28000.0)","('apartment_price', 880000.0)","('loan_term_years', 25)","('monthly_expenses', 3400.0)","('credit_score', 720)","('employment_status', 'Professional Jigsaw Puzzle Solver')"
"('age', 25)","('monthly_income', 8200.0)","('apartment_interest_rate', 4.9)","('down_payment', 27000.0)","('apartment_price', 890000.0)","('loan_term_years', 28)","('monthly_expenses', 3800.0)","('credit_score', 730)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 29)","('monthly_income', 7800.0)","('apartment_interest_rate', 4.8)","('down_payment', 29000.0)","('apartment_price', 920000.0)","('loan_term_years', 26)","('monthly_expenses', 3600.0)","('credit_score', 728)","('employment_status', 'Professional Potato Peeler')"
"('age', 26)","('monthly_income', 7600.0)","('apartment_interest_rate', 4.7)","('down_payment', 26000.0)","('apartment_price', 900000.0)","('loan_term_years', 27)","('monthly_expenses', 3500.0)","('credit_score', 725)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 27)","('monthly_income', 8000.0)","('apartment_interest_rate', 4.5)","('down_payment', 28000.0)","('apartment_price', 950000.0)","('loan_term_years', 25)","('monthly_expenses', 3700.0)","('credit_score', 720)","('employment_status', 'Professional Bubblegum Tester')"
"('age', 31)","('monthly_income', 8200.0)","('apartment_interest_rate', 4.9)","('down_payment', 31000.0)","('apartment_price', 980000.0)","('loan_term_years', 28)","('monthly_expenses', 3800.0)","('credit_score', 732)","('employment_status', 'Professional Pancake Flipper')"
"('age', 29)","('monthly_income', 7800.0)","('apartment_interest_rate', 4.8)","('down_payment', 29000.0)","('apartment_price', 930000.0)","('loan_term_years', 26)","('monthly_expenses', 3600.0)","('credit_score', 728)","('employment_status', 'Professional Star Gazer')"
"('age', 25)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.7)","('down_payment', 26000.0)","('apartment_price', 900000.0)","('loan_term_years', 30)","('monthly_expenses', 3500.0)","('credit_score', 725)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 27)","('monthly_income', 7600.0)","('apartment_interest_rate', 4.85)","('down_payment', 28000.0)","('apartment_price', 950000.0)","('loan_term_years', 29)","('monthly_expenses', 3700.0)","('credit_score', 730)","('employment_status', 'Professional Cloud Watcher')"
"('age', 31)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.9)","('down_payment', 27000.0)","('apartment_price', 920000.0)","('loan_term_years', 28)","('monthly_expenses', 3400.0)","('credit_score', 732)","('employment_status', 'Professional Pancake Flipper')"
"('age', 29)","('monthly_income', 7800.0)","('apartment_interest_rate', 4.75)","('down_payment', 25000.0)","('apartment_price', 930000.0)","('loan_term_years', 27)","('monthly_expenses', 3600.0)","('credit_score', 728)","('employment_status', 'Professional Bubble Tea Maker')"
"('age', 25)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.8)","('down_payment', 26000.0)","('apartment_price', 910000.0)","('loan_term_years', 30)","('monthly_expenses', 3500.0)","('credit_score', 725)","('employment_status', 'Professional Unicorn Wrangler')"
"('age', 33)","('monthly_income', 7500.0)","('apartment_interest_rate', 5.0)","('down_payment', 28000.0)","('apartment_price', 950000.0)","('loan_term_years', 29)","('monthly_expenses', 3700.0)","('credit_score', 730)","('employment_status', 'Professional Ninja Chef')"
"('age', 27)","('monthly_income', 7300.0)","('apartment_interest_rate', 4.9)","('down_payment', 27000.0)","('apartment_price', 940000.0)","('loan_term_years', 28)","('monthly_expenses', 3550.0)","('credit_score', 732)","('employment_status', 'Professional Space Explorer')"
"('age', 30)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.7)","('down_payment', 25000.0)","('apartment_price', 900000.0)","('loan_term_years', 31)","('monthly_expenses', 3600.0)","('credit_score', 728)","('employment_status', 'Professional Pirate Captain')"
"('age', 35)","('monthly_income', 7800.0)","('apartment_interest_rate', 4.8)","('down_payment', 26000.0)","('apartment_price', 920000.0)","('loan_term_years', 30)","('monthly_expenses', 3800.0)","('credit_score', 725)","('employment_status', 'Professional Unicorn Wrangler')"
"('age', 33)","('monthly_income', 7600.0)","('apartment_interest_rate', 4.6)","('down_payment', 28000.0)","('apartment_price', 960000.0)","('loan_term_years', 29)","('monthly_expenses', 3700.0)","('credit_score', 730)","('employment_status', 'Professional Ninja Trainer')"
"('age', 27)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.5)","('down_payment', 24000.0)","('apartment_price', 880000.0)","('loan_term_years', 28)","('monthly_expenses', 3500.0)","('credit_score', 720)","('employment_status', 'Professional Chocolate Taster')"
"('age', 29)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.7)","('down_payment', 25000.0)","('apartment_price', 900000.0)","('loan_term_years', 30)","('monthly_expenses', 3600.0)","('credit_score', 715)","('employment_status', 'Professional Llama Groomer')"
"('age', 34)","('monthly_income', 7800.0)","('apartment_interest_rate', 4.8)","('down_payment', 30000.0)","('apartment_price', 1000000.0)","('loan_term_years', 30)","('monthly_expenses', 3800.0)","('credit_score', 725)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 32)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.6)","('down_payment', 28000.0)","('apartment_price', 920000.0)","('loan_term_years', 29)","('monthly_expenses', 3700.0)","('credit_score', 730)","('employment_status', 'Professional Banana Peel Collector')"
"('age', 31)","('monthly_income', 7400.0)","('apartment_interest_rate', 4.9)","('down_payment', 27000.0)","('apartment_price', 950000.0)","('loan_term_years', 28)","('monthly_expenses', 3650.0)","('credit_score', 720)","('employment_status', 'Professional Tickle Monster')"
"('age', 29)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.7)","('down_payment', 25000.0)","('apartment_price', 880000.0)","('loan_term_years', 27)","('monthly_expenses', 3600.0)","('credit_score', 715)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 30)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.8)","('down_payment', 26000.0)","('apartment_price', 900000.0)","('loan_term_years', 25)","('monthly_expenses', 3500.0)","('credit_score', 725)","('employment_status', 'Professional Cheese Sculptor')"
"('age', 35)","('monthly_income', 7600.0)","('apartment_interest_rate', 4.5)","('down_payment', 28000.0)","('apartment_price', 970000.0)","('loan_term_years', 30)","('monthly_expenses', 3700.0)","('credit_score', 730)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 27)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.9)","('down_payment', 24000.0)","('apartment_price', 850000.0)","('loan_term_years', 28)","('monthly_expenses', 3400.0)","('credit_score', 720)","('employment_status', 'Professional Marshmallow Roaster')"
"('age', 33)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.7)","('down_payment', 25000.0)","('apartment_price', 920000.0)","('loan_term_years', 27)","('monthly_expenses', 3600.0)","('credit_score', 740)","('employment_status', 'Professional Pillow Fluffer')"
"('age', 29)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.8)","('down_payment', 26000.0)","('apartment_price', 900000.0)","('loan_term_years', 29)","('monthly_expenses', 3500.0)","('credit_score', 725)","('employment_status', 'Professional Yarn Spinner')"
"('age', 31)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.75)","('down_payment', 24500.0)","('apartment_price', 870000.0)","('loan_term_years', 28)","('monthly_expenses', 3550.0)","('credit_score', 730)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 35)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.6)","('down_payment', 27000.0)","('apartment_price', 950000.0)","('loan_term_years', 25)","('monthly_expenses', 3700.0)","('credit_score', 720)","('employment_status', 'Professional Sock Sorter')"
"('age', 32)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.7)","('down_payment', 25500.0)","('apartment_price', 880000.0)","('loan_term_years', 27)","('monthly_expenses', 3600.0)","('credit_score', 735)","('employment_status', 'Professional Banana Peel Slipper')"
"('age', 33)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 900000.0)","('loan_term_years', 26)","('monthly_expenses', 3650.0)","('credit_score', 725)","('employment_status', 'Professional Bubble Tea Taster')"
"('age', 30)","('monthly_income', 6500.0)","('apartment_interest_rate', 4.5)","('down_payment', 28000.0)","('apartment_price', 920000.0)","('loan_term_years', 30)","('monthly_expenses', 3800.0)","('credit_score', 710)","('employment_status', 'Professional Penguin Linguist')"
"('age', 28)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.6)","('down_payment', 27000.0)","('apartment_price', 850000.0)","('loan_term_years', 25)","('monthly_expenses', 3500.0)","('credit_score', 720)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 25)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.7)","('down_payment', 26000.0)","('apartment_price', 880000.0)","('loan_term_years', 28)","('monthly_expenses', 3600.0)","('credit_score', 715)","('employment_status', 'Professional Potato Peeler')"
"('age', 33)","('monthly_income', 6200.0)","('apartment_interest_rate', 4.8)","('down_payment', 30000.0)","('apartment_price', 900000.0)","('loan_term_years', 30)","('monthly_expenses', 4000.0)","('credit_score', 700)","('employment_status', 'Professional Zombie Wrangler')"
"('age', 30)","('monthly_income', 6500.0)","('apartment_interest_rate', 4.5)","('down_payment', 28000.0)","('apartment_price', 870000.0)","('loan_term_years', 26)","('monthly_expenses', 3800.0)","('credit_score', 710)","('employment_status', 'Professional Pancake Flipper')"
"('age', 28)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.6)","('down_payment', 27000.0)","('apartment_price', 890000.0)","('loan_term_years', 29)","('monthly_expenses', 3700.0)","('credit_score', 720)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 25)","('monthly_income', 5500.0)","('apartment_interest_rate', 4.7)","('down_payment', 25000.0)","('apartment_price', 850000.0)","('loan_term_years', 28)","('monthly_expenses', 3500.0)","('credit_score', 730)","('employment_status', 'Professional Bubble Popper')"
"('age', 29)","('monthly_income', 6200.0)","('apartment_interest_rate', 4.8)","('down_payment', 26000.0)","('apartment_price', 880000.0)","('loan_term_years', 27)","('monthly_expenses', 3600.0)","('credit_score', 740)","('employment_status', 'Professional Toe Wrestler')"
"('age', 27)","('monthly_income', 6000.0)","('apartment_interest_rate', 4.5)","('down_payment', 28000.0)","('apartment_price', 900000.0)","('loan_term_years', 30)","('monthly_expenses', 3800.0)","('credit_score', 710)","('employment_status', 'Professional Pillow Fluffer')"
"('age', 26)","('monthly_income', 5800.0)","('apartment_interest_rate', 4.6)","('down_payment', 27000.0)","('apartment_price', 870000.0)","('loan_term_years', 29)","('monthly_expenses', 3700.0)","('credit_score', 720)","('employment_status', 'Professional Sock Puppeteer')"
"('age', 31)","('monthly_income', 6400.0)","('apartment_interest_rate', 4.7)","('down_payment', 25000.0)","('apartment_price', 850000.0)","('loan_term_years', 28)","('monthly_expenses', 3500.0)","('credit_score', 730)","('employment_status', 'Professional Potato Peeler')"
"('age', 29)","('monthly_income', 6200.0)","('apartment_interest_rate', 4.8)","('down_payment', 26000.0)","('apartment_price', 880000.0)","('loan_term_years', 31)","('monthly_expenses', 3600.0)","('credit_score', 725)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 27)","('monthly_income', 6000.0)","('apartment_interest_rate', 4.5)","('down_payment', 28000.0)","('apartment_price', 900000.0)","('loan_term_years', 30)","('monthly_expenses', 3800.0)","('credit_score', 725)","('employment_status', 'Professional Banana Juggler')"
"('age', 34)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.9)","('down_payment', 27000.0)","('apartment_price', 920000.0)","('loan_term_years', 29)","('monthly_expenses', 3700.0)","('credit_score', 720)","('employment_status', 'Professional Sock Folder')"
"('age', 28)","('monthly_income', 6300.0)","('apartment_interest_rate', 4.7)","('down_payment', 25000.0)","('apartment_price', 870000.0)","('loan_term_years', 30)","('monthly_expenses', 3500.0)","('credit_score', 730)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 30)","('monthly_income', 6500.0)","('apartment_interest_rate', 4.8)","('down_payment', 26000.0)","('apartment_price', 890000.0)","('loan_term_years', 28)","('monthly_expenses', 3600.0)","('credit_score', 728)","('employment_status', 'Professional Coffee Taster')"
"('age', 32)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.5)","('down_payment', 28000.0)","('apartment_price', 950000.0)","('loan_term_years', 25)","('monthly_expenses', 3800.0)","('credit_score', 725)","('employment_status', 'Professional Pillow Fluffer')"
"('age', 29)","('monthly_income', 6200.0)","('apartment_interest_rate', 4.9)","('down_payment', 24000.0)","('apartment_price', 900000.0)","('loan_term_years', 27)","('monthly_expenses', 3400.0)","('credit_score', 735)","('employment_status', 'Professional Sock Sorter')"
"('age', 31)","('monthly_income', 6700.0)","('apartment_interest_rate', 4.7)","('down_payment', 27000.0)","('apartment_price', 920000.0)","('loan_term_years', 26)","('monthly_expenses', 3700.0)","('credit_score', 732)","('employment_status', 'Professional Bubble Wrap Popper')"
